LSOA code,local authority name,local authority code,All usual residents,White British,White Irish,White Gypsy/Irish Traveller,White Roma,White Other,Mixed White and Asian,Mixed White and Black African,Mixed White and Black Caribbean,Mixed Other,Asian Bangladeshi,Asian Chinese,Asian Indian,Asian Pakistani,Asian Other,Black African,Black Caribbean,Black Other,Other Arab,Other Any other
E01003913,Southwark,E09000028,2048,911,45,0,9,255,43,13,108,84,19,39,31,12,105,111,89,30,18,126
E01003914,Southwark,E09000028,1854,943,65,0,1,177,24,24,44,51,26,54,27,11,15,118,133,54,4,83
E01003915,Southwark,E09000028,1846,559,15,0,2,156,30,22,30,44,52,13,17,18,27,509,170,82,10,90
E01003916,Southwark,E09000028,2408,764,44,3,15,279,36,21,46,61,35,41,34,20,66,395,221,91,26,210
E01003917,Southwark,E09000028,1880,682,43,0,1,191,21,9,35,47,41,17,17,23,43,327,131,88,33,131
E01003918,Southwark,E09000028,1463,411,29,0,5,164,25,17,38,30,28,19,15,4,31,401,111,75,9,51
E01003919,Southwark,E09000028,1562,554,29,0,4,185,20,21,28,54,17,35,23,22,44,231,109,60,9,117
E01003920,Southwark,E09000028,2110,399,75,0,1,215,14,40,63,31,34,35,19,0,81,618,180,111,18,176
E01003921,Southwark,E09000028,1922,589,39,0,5,239,66,30,44,51,18,20,28,6,69,343,163,65,12,135
E01003922,Southwark,E09000028,2240,561,39,0,14,202,22,27,63,54,19,36,15,17,82,540,181,128,12,228
E01003923,Southwark,E09000028,1639,625,31,1,5,196,35,21,40,47,27,34,16,5,34,230,113,49,7,123
E01003924,Southwark,E09000028,2097,272,16,0,13,201,3,29,46,46,28,24,19,17,146,710,132,118,28,249
E01003925,Southwark,E09000028,2030,599,28,0,10,205,21,29,50,38,19,26,9,3,50,478,152,89,10,214
E01003926,Southwark,E09000028,1399,266,19,0,5,147,10,12,29,43,32,34,9,1,17,439,107,133,10,86
E01003929,Southwark,E09000028,2003,778,56,0,7,427,44,7,28,32,32,67,58,16,64,214,49,32,26,66
E01003930,Southwark,E09000028,1965,637,31,0,5,296,51,25,44,55,20,116,75,27,58,262,49,74,38,102
E01003932,Southwark,E09000028,1547,392,36,0,3,222,16,20,29,38,119,24,25,3,37,311,68,55,41,108
E01003933,Southwark,E09000028,2372,774,58,0,11,418,33,26,37,39,214,162,63,8,58,203,81,53,41,93
E01003934,Southwark,E09000028,1946,681,53,0,18,460,28,18,27,23,13,158,94,8,74,108,52,27,29,75
E01003935,Southwark,E09000028,1286,432,26,1,1,211,17,11,28,25,32,95,87,22,55,102,49,25,15,52
E01003936,Southwark,E09000028,1664,705,48,0,8,359,37,9,19,24,20,57,111,29,80,45,24,8,31,50
E01003937,Southwark,E09000028,1537,421,30,0,10,360,32,15,30,47,68,64,66,17,78,136,42,26,17,78
E01003938,Southwark,E09000028,1824,438,28,0,6,254,24,13,27,39,59,28,45,23,212,319,69,95,26,119
E01003939,Southwark,E09000028,1979,500,36,0,13,355,41,14,21,54,61,134,156,47,75,236,59,44,38,95
E01003940,Southwark,E09000028,1588,380,35,0,20,198,11,26,42,45,67,29,26,13,84,368,75,49,27,93
E01003941,Southwark,E09000028,1994,679,43,0,10,409,33,26,27,65,27,44,57,28,54,254,63,35,40,100
E01003942,Southwark,E09000028,1887,339,26,0,8,233,27,32,30,52,234,50,67,34,67,401,87,77,23,100
E01003943,Southwark,E09000028,1494,266,28,0,0,139,12,23,35,44,117,30,48,10,48,412,75,51,18,138
E01003945,Southwark,E09000028,1730,899,33,1,2,194,29,18,37,37,8,36,62,7,48,149,66,39,12,53
E01003946,Southwark,E09000028,1899,846,33,1,8,231,50,28,35,38,91,46,78,8,32,163,89,40,40,42
E01003947,Southwark,E09000028,1610,357,22,6,0,126,8,48,73,52,15,15,11,8,23,443,225,96,11,71
E01003948,Southwark,E09000028,1752,871,40,3,3,251,39,11,32,64,16,13,33,11,29,123,77,52,4,80
E01003949,Southwark,E09000028,1877,981,42,0,8,223,35,25,42,50,8,20,54,25,47,99,105,28,9,76
E01003950,Southwark,E09000028,1988,682,49,1,0,187,29,20,59,45,27,11,33,29,46,344,181,74,14,157
E01003951,Southwark,E09000028,1483,773,30,0,1,155,45,5,20,29,1,117,72,17,35,65,33,26,10,49
E01003952,Southwark,E09000028,1654,952,35,1,0,182,36,22,30,46,13,14,23,10,23,61,112,31,2,61
E01003953,Southwark,E09000028,2015,1182,64,0,4,250,49,9,23,53,9,26,34,1,46,71,108,28,14,44
E01003954,Southwark,E09000028,1597,984,60,0,0,153,53,18,23,34,4,28,23,7,14,47,91,25,7,26
E01003955,Southwark,E09000028,1885,1057,60,0,3,209,55,19,30,63,10,13,17,7,32,71,123,45,3,68
E01003956,Southwark,E09000028,1841,1048,60,3,3,173,46,9,19,73,113,20,28,4,23,64,94,28,6,27
E01003957,Southwark,E09000028,1796,1062,48,0,2,214,56,9,38,50,5,18,23,19,16,58,95,20,7,56
E01003958,Southwark,E09000028,1930,986,54,2,5,303,39,17,27,48,14,21,26,31,26,116,99,33,14,69
E01003960,Southwark,E09000028,1770,700,36,1,13,269,21,23,20,39,42,43,31,20,55,203,106,47,12,89
E01003961,Southwark,E09000028,2094,478,52,4,14,207,7,22,43,47,74,17,28,11,67,530,159,108,49,177
E01003963,Southwark,E09000028,1717,378,27,0,5,189,40,21,40,28,66,40,13,12,44,449,127,83,23,132
E01003966,Southwark,E09000028,2136,461,36,0,21,268,9,18,79,101,72,38,22,5,37,399,133,68,27,342
E01003969,Southwark,E09000028,2468,715,61,0,21,415,34,25,74,65,32,44,36,14,72,286,225,75,10,264
E01003971,Southwark,E09000028,1430,182,9,0,5,110,97,14,30,18,43,22,7,13,19,475,178,99,11,98
E01003972,Southwark,E09000028,1462,427,27,0,4,185,12,23,24,43,26,21,19,8,29,354,74,87,16,83
E01003973,Southwark,E09000028,1648,467,40,0,24,211,14,33,25,33,29,23,14,14,34,376,105,80,12,114
E01003975,Southwark,E09000028,1773,571,25,0,17,196,11,27,55,28,92,19,39,4,51,401,97,61,19,60
E01003976,Southwark,E09000028,2388,864,57,0,11,414,39,46,45,69,37,57,45,5,71,340,82,67,38,101
E01003977,Southwark,E09000028,1874,660,40,0,20,313,14,11,48,42,77,32,30,5,51,288,60,53,28,102
E01003979,Southwark,E09000028,1981,712,70,0,28,372,26,46,38,45,13,42,35,6,62,262,76,57,14,77
E01003980,Southwark,E09000028,2005,633,39,1,14,245,26,33,58,49,23,32,20,11,36,350,101,154,34,146
E01003981,Southwark,E09000028,1509,491,46,0,2,245,30,11,16,33,50,48,63,21,41,191,75,53,31,62
E01003983,Southwark,E09000028,1866,265,13,2,3,90,7,43,55,39,41,31,17,6,99,708,188,116,14,129
E01003984,Southwark,E09000028,2293,778,53,6,3,240,20,17,65,63,29,35,30,13,38,439,222,89,15,138
E01003986,Southwark,E09000028,1585,531,18,23,13,198,9,18,37,33,40,48,43,3,45,269,96,65,13,83
E01003987,Southwark,E09000028,1839,728,41,0,11,181,31,11,40,34,15,54,45,1,37,327,100,70,21,92
E01003988,Southwark,E09000028,2016,446,26,0,13,174,17,23,58,40,39,33,22,6,76,566,159,133,11,174
E01003989,Southwark,E09000028,2263,444,19,6,15,183,9,21,59,48,42,48,39,35,120,622,188,117,43,205
E01003990,Southwark,E09000028,2304,394,39,18,5,131,12,31,68,54,40,41,3,22,61,870,241,120,17,137
E01003991,Southwark,E09000028,1276,343,17,0,8,112,7,14,26,56,43,22,19,68,32,261,88,36,15,109
E01003992,Southwark,E09000028,1585,352,31,0,5,207,8,30,37,36,39,39,17,7,26,463,104,59,22,103
E01003993,Southwark,E09000028,2025,316,33,0,26,195,17,30,36,37,35,16,11,9,64,766,142,135,22,135
E01003994,Southwark,E09000028,1834,591,51,1,7,277,20,17,49,42,58,43,33,12,53,297,71,43,28,141
E01003995,Southwark,E09000028,1376,465,37,1,2,152,18,20,29,33,16,47,22,7,21,268,109,63,14,52
E01003997,Southwark,E09000028,1292,434,15,0,6,142,12,14,43,38,74,20,15,5,25,265,69,40,17,58
E01003998,Southwark,E09000028,1421,655,33,2,4,223,20,18,21,30,29,21,16,7,13,174,56,36,7,56
E01003999,Southwark,E09000028,1500,450,26,2,14,170,12,25,28,33,54,17,17,12,28,336,118,88,11,59
E01004000,Southwark,E09000028,1950,772,35,3,4,187,27,35,78,63,12,20,19,7,27,289,210,79,7,76
E01004001,Southwark,E09000028,1766,679,27,0,4,102,26,9,46,26,9,18,8,3,28,354,252,102,4,69
E01004002,Southwark,E09000028,1705,954,42,0,0,173,37,18,45,46,10,5,18,12,17,117,119,53,3,36
E01004003,Southwark,E09000028,1819,455,18,0,10,167,14,24,73,60,26,25,13,8,47,461,185,115,15,103
E01004004,Southwark,E09000028,2630,911,26,0,3,210,24,20,49,90,169,28,21,3,69,511,242,124,13,117
E01004005,Southwark,E09000028,2325,682,46,2,3,151,18,27,84,54,48,45,32,9,42,542,283,126,9,122
E01004006,Southwark,E09000028,1865,819,42,0,1,166,25,26,52,36,9,24,49,7,61,240,178,66,10,54
E01004007,Southwark,E09000028,1448,209,9,0,3,67,4,38,46,44,25,31,9,17,41,500,180,129,20,76
E01004008,Southwark,E09000028,2090,392,19,1,3,118,9,27,39,36,27,88,6,8,91,722,232,121,20,131
E01004010,Southwark,E09000028,1509,305,8,3,2,158,15,24,29,41,31,51,13,12,56,268,192,85,14,202
E01004011,Southwark,E09000028,2119,296,19,2,3,162,11,27,59,65,49,70,20,9,86,689,223,196,33,100
E01004012,Southwark,E09000028,2347,432,31,0,16,261,25,52,90,60,40,74,38,20,48,700,136,125,20,179
E01004013,Southwark,E09000028,1681,325,19,0,3,101,21,21,39,39,30,88,20,11,61,550,165,95,6,87
E01004014,Southwark,E09000028,2125,309,19,1,5,185,5,23,50,41,62,20,10,15,12,778,274,134,29,153
E01004015,Southwark,E09000028,1805,1144,25,0,2,173,44,10,29,40,11,10,5,9,23,134,64,51,7,24
E01004016,Southwark,E09000028,2584,1514,66,0,4,234,40,15,47,43,9,17,13,4,37,155,225,77,4,80
E01004017,Southwark,E09000028,1645,950,60,0,9,173,36,26,38,51,5,15,27,16,26,69,68,20,6,50
E01004018,Southwark,E09000028,1898,1142,52,0,0,224,56,20,22,47,12,23,23,3,21,59,87,34,2,71
E01004019,Southwark,E09000028,2124,873,34,1,1,173,92,26,60,55,23,26,31,3,29,308,177,143,17,52
E01004020,Southwark,E09000028,1750,549,34,0,0,111,20,31,74,49,11,17,22,14,23,383,204,115,4,89
E01004021,Southwark,E09000028,2118,1240,72,1,2,279,45,19,22,53,9,25,25,1,36,89,98,62,11,29
E01004023,Southwark,E09000028,1653,661,23,0,158,235,34,13,23,51,21,64,28,2,33,151,49,26,5,76
E01004024,Southwark,E09000028,1963,718,23,0,17,279,17,25,35,29,108,45,20,3,26,368,78,58,37,77
E01004028,Southwark,E09000028,2420,810,56,0,18,385,22,36,30,50,17,59,53,13,99,416,65,106,47,138
E01004029,Southwark,E09000028,1989,649,39,0,15,525,39,21,33,54,11,141,96,11,59,133,24,27,19,93
E01004030,Southwark,E09000028,1492,718,30,0,9,222,7,21,33,27,9,22,15,9,27,200,60,43,9,31
E01004031,Southwark,E09000028,2607,887,20,4,26,589,25,33,35,59,23,217,81,20,78,252,66,44,28,120
E01004032,Southwark,E09000028,1495,503,39,0,15,411,44,6,10,34,7,132,96,12,77,43,7,7,3,49
E01004033,Southwark,E09000028,2408,696,44,0,14,484,29,25,39,61,29,187,52,11,71,365,80,81,33,107
E01004034,Southwark,E09000028,1604,547,31,1,18,270,24,21,32,47,4,24,28,15,36,271,37,59,48,91
E01004035,Southwark,E09000028,1434,564,24,4,20,207,11,15,36,28,55,39,22,12,33,209,42,43,11,59
E01004036,Southwark,E09000028,2115,551,27,0,17,383,11,72,32,64,30,74,22,10,73,453,91,69,27,109
E01004037,Southwark,E09000028,2029,565,21,1,36,403,19,39,38,43,36,61,48,16,64,366,61,72,9,131
E01004038,Southwark,E09000028,2394,750,30,5,27,388,25,26,88,71,10,62,32,7,91,383,150,71,43,135
E01004039,Southwark,E09000028,1541,414,24,0,8,312,10,11,18,45,37,67,32,2,87,201,53,58,28,134
E01004040,Southwark,E09000028,1885,352,18,1,7,134,13,50,43,45,54,20,22,16,94,576,114,158,31,137
E01004041,Southwark,E09000028,1631,478,18,0,6,182,14,22,48,62,18,35,6,2,36,356,56,37,38,217
E01004042,Southwark,E09000028,1955,882,23,1,17,289,6,19,25,32,21,26,36,7,38,297,65,49,23,99
E01004043,Southwark,E09000028,1349,685,54,0,12,229,18,10,33,26,1,13,30,6,37,72,25,33,18,47
E01004044,Southwark,E09000028,1441,512,7,1,10,125,8,9,29,23,28,25,9,7,46,370,41,67,11,113
E01004045,Southwark,E09000028,1588,346,17,1,3,100,19,23,64,49,26,27,10,10,60,384,265,103,7,74
E01004046,Southwark,E09000028,1563,888,36,1,4,160,41,25,37,39,4,20,26,2,20,75,107,36,0,42
E01004047,Southwark,E09000028,1648,366,32,0,6,95,16,20,39,43,13,25,11,20,99,491,132,82,11,147
E01004048,Southwark,E09000028,1637,655,33,0,2,207,37,29,36,38,2,40,43,7,101,191,92,33,20,71
E01004049,Southwark,E09000028,1342,339,31,0,2,100,8,15,24,23,16,13,15,12,72,371,122,77,12,90
E01004050,Southwark,E09000028,1386,763,34,0,2,215,28,15,15,30,14,16,24,6,25,91,39,24,7,38
E01004051,Southwark,E09000028,1289,711,43,0,6,187,29,10,11,21,2,18,62,8,43,68,32,16,3,19
E01004052,Southwark,E09000028,1754,990,40,0,1,195,42,13,25,44,10,14,36,2,31,88,114,53,7,49
E01004053,Southwark,E09000028,1880,785,35,0,13,487,58,24,12,45,10,87,83,15,68,50,19,7,20,62
E01004054,Southwark,E09000028,1523,676,20,0,8,410,38,13,21,43,0,46,55,12,25,58,23,7,11,57
E01004055,Southwark,E09000028,1331,675,39,0,1,139,22,8,29,28,25,52,20,1,17,153,33,41,3,45
E01004056,Southwark,E09000028,2311,927,41,4,34,479,31,28,33,43,66,89,81,16,70,155,66,43,26,79
E01004057,Southwark,E09000028,2235,748,48,5,37,534,37,31,23,48,9,138,75,27,69,204,56,29,25,92
E01004058,Southwark,E09000028,1681,630,34,1,30,512,46,11,9,42,4,83,57,11,49,40,18,8,21,75
E01004059,Southwark,E09000028,2077,744,35,0,35,583,37,18,23,52,17,114,72,23,63,106,21,51,20,63
E01004060,Southwark,E09000028,1966,650,37,0,25,384,22,27,25,47,3,88,33,15,50,315,74,66,28,77
E01004061,Southwark,E09000028,1662,921,45,3,1,169,31,18,36,38,17,13,19,6,23,123,103,30,22,44
E01004062,Southwark,E09000028,2215,855,50,0,1,229,38,25,43,59,21,41,37,28,35,346,244,53,7,103
E01004063,Southwark,E09000028,1882,1008,32,1,0,197,55,16,49,40,16,15,14,14,45,119,166,44,6,45
E01004064,Southwark,E09000028,1937,783,52,0,3,160,17,18,68,43,19,10,16,10,20,284,223,83,11,117
E01004065,Southwark,E09000028,1503,873,39,0,1,161,29,9,46,30,4,12,17,2,21,61,126,38,4,30
E01004066,Southwark,E09000028,2093,765,38,2,1,163,33,17,34,76,22,23,10,11,49,439,182,87,17,124
E01004067,Southwark,E09000028,2206,465,14,0,7,256,19,24,56,53,31,36,40,22,102,457,256,134,6,228
E01004068,Southwark,E09000028,1909,610,35,1,1,117,18,10,54,31,27,23,18,34,31,415,327,110,10,37
E01004069,Southwark,E09000028,1295,862,36,0,3,130,43,10,13,19,8,25,75,16,8,14,6,5,4,18
E01004070,Southwark,E09000028,1954,1167,66,1,0,231,56,21,28,40,6,37,33,10,20,101,83,18,5,31
E01004071,Southwark,E09000028,1524,755,46,0,2,158,43,10,53,40,7,25,54,3,34,113,103,40,2,36
E01004072,Southwark,E09000028,1678,1116,49,0,1,171,47,16,23,37,8,23,16,1,33,51,32,10,4,40
E01004073,Southwark,E09000028,1900,1201,29,0,4,288,54,11,26,41,1,35,28,0,26,55,49,6,10,36
E01004074,Southwark,E09000028,1702,1174,35,0,1,186,38,14,24,36,4,26,45,3,23,26,24,10,8,25
E01004075,Southwark,E09000028,1720,1191,54,0,1,182,47,29,16,9,7,32,42,9,24,31,16,3,1,26
E01032583,Southwark,E09000028,2041,629,29,0,8,399,22,31,45,57,29,108,52,17,66,293,73,39,28,116
E01032584,Southwark,E09000028,1337,430,24,0,6,212,18,17,31,30,23,72,42,11,27,225,55,25,27,62
E01032637,Southwark,E09000028,1045,394,37,0,4,358,16,9,6,31,1,26,63,8,38,15,7,4,3,25
E01032638,Southwark,E09000028,1102,533,39,0,2,277,21,4,11,29,0,54,48,4,25,20,6,2,3,24
E01032639,Southwark,E09000028,1918,632,41,0,14,387,34,10,36,59,41,177,37,10,70,176,45,24,37,88
E01032640,Southwark,E09000028,1035,486,37,0,3,245,24,7,6,15,0,38,94,11,22,9,4,4,3,27
E01032646,Southwark,E09000028,1513,620,57,0,8,313,44,15,16,43,11,49,65,14,36,98,34,24,17,49
E01032719,Southwark,E09000028,1443,328,33,0,3,250,18,10,24,32,35,134,27,4,57,232,51,39,37,129
E01032803,Southwark,E09000028,1512,517,36,0,2,344,32,10,9,33,13,64,90,17,59,120,34,19,48,65
E01032834,Southwark,E09000028,1030,507,29,1,1,277,23,6,8,15,3,25,70,0,29,12,3,3,4,14
E01033867,Southwark,E09000028,1545,597,34,1,13,270,27,12,25,53,31,83,30,20,53,129,55,37,16,59
E01033868,Southwark,E09000028,1412,418,27,0,14,350,33,9,20,24,6,209,103,9,50,71,13,15,15,26
E01033869,Southwark,E09000028,1472,534,20,0,15,205,18,14,25,34,25,26,32,4,51,274,71,49,28,47
E01033870,Southwark,E09000028,1773,636,28,0,17,367,25,19,37,91,7,42,69,13,54,214,51,37,15,51
E01033871,Southwark,E09000028,1502,619,30,0,7,276,13,10,43,40,9,41,38,4,12,171,50,39,25,75
E01033872,Southwark,E09000028,1297,494,33,0,4,223,24,18,11,32,12,27,26,7,23,241,42,15,19,46
E01033873,Southwark,E09000028,1771,278,27,1,14,202,17,17,27,31,209,121,49,11,49,393,81,58,35,151
E01033874,Southwark,E09000028,1158,385,21,0,10,224,18,14,7,25,16,225,44,7,27,44,16,20,24,31
E01033875,Southwark,E09000028,1324,374,28,0,6,200,25,23,31,32,31,57,16,1,38,236,52,92,11,71
E01033876,Southwark,E09000028,1251,447,28,0,15,266,21,13,20,34,10,153,22,7,39,95,14,25,12,30
E01033877,Southwark,E09000028,1550,517,25,1,5,228,23,12,38,37,51,23,29,7,61,236,98,62,17,80
E01033878,Southwark,E09000028,1107,270,13,3,13,125,3,11,16,38,26,22,8,5,24,273,65,60,11,121
E01033879,Southwark,E09000028,2549,375,16,1,3,175,12,43,65,39,97,45,16,4,82,941,129,280,29,197
E01033880,Southwark,E09000028,2125,400,18,1,11,293,16,16,49,69,10,29,11,9,51,197,281,39,134,491
E01033881,Southwark,E09000028,1890,480,10,0,10,142,13,30,40,40,60,74,18,15,59,502,107,123,27,140
E01033882,Southwark,E09000028,1403,510,45,1,2,138,14,7,39,31,48,58,26,28,44,166,128,45,6,67
E01033883,Southwark,E09000028,1598,458,34,1,7,131,15,24,38,15,35,30,14,6,39,415,169,101,17,49
E01033884,Southwark,E09000028,1108,349,23,0,20,249,30,14,31,27,8,82,55,0,56,54,35,14,23,38
E01033885,Southwark,E09000028,1335,445,28,0,5,215,26,31,10,40,7,23,42,15,31,228,41,56,23,69
E01004076,Sutton,E09000029,1628,884,17,1,3,142,10,9,27,23,15,14,90,61,84,102,63,30,2,51
E01004077,Sutton,E09000029,1632,956,20,0,1,65,26,16,18,24,26,31,109,56,73,89,67,13,5,37
E01004078,Sutton,E09000029,1765,1089,32,0,1,131,27,14,26,28,10,15,54,48,74,78,61,15,1,61
E01004079,Sutton,E09000029,1392,874,15,0,3,53,12,7,16,21,9,25,102,50,78,37,43,13,1,33
E01004080,Sutton,E09000029,1391,705,7,0,1,87,20,5,27,25,4,27,129,52,121,69,67,4,7,34
E01004081,Sutton,E09000029,1637,974,15,1,0,86,31,9,35,13,31,23,104,25,141,57,30,11,12,39
E01004082,Sutton,E09000029,1389,700,14,0,0,49,9,11,17,17,8,34,125,36,158,57,54,20,13,67
E01004083,Sutton,E09000029,1503,933,13,0,2,76,10,5,22,17,33,6,28,29,81,149,36,21,14,28
E01004084,Sutton,E09000029,1451,762,27,2,0,79,22,4,15,7,8,31,186,73,123,32,18,3,12,47
E01004085,Sutton,E09000029,1602,766,15,0,1,88,15,7,19,33,15,35,277,68,85,70,36,22,10,40
E01004086,Sutton,E09000029,2014,792,7,0,9,123,20,23,28,29,16,29,307,95,238,88,65,28,2,115
E01004087,Sutton,E09000029,1573,805,20,0,0,49,23,6,14,20,27,27,251,57,123,40,26,8,4,73
E01004088,Sutton,E09000029,1935,1227,33,0,0,67,20,26,72,23,40,9,13,24,102,149,42,33,16,39
E01004089,Sutton,E09000029,1344,676,16,0,1,118,12,9,35,25,20,8,57,38,53,126,52,32,8,58
E01004090,Sutton,E09000029,1338,675,16,1,9,145,17,6,27,15,34,15,28,36,84,122,29,24,8,47
E01004091,Sutton,E09000029,1280,856,18,0,0,55,26,3,8,9,14,18,149,30,40,27,4,3,0,20
E01004092,Sutton,E09000029,1498,790,15,0,1,123,29,1,17,23,20,40,194,47,77,31,36,9,19,26
E01004093,Sutton,E09000029,1723,804,23,0,0,130,24,6,7,23,24,64,287,97,127,35,7,7,17,41
E01004094,Sutton,E09000029,1870,1089,25,0,3,198,44,18,28,44,21,29,141,49,55,56,21,7,8,34
E01004095,Sutton,E09000029,1565,855,17,1,0,127,29,5,7,17,15,53,205,74,69,29,10,8,5,39
E01004096,Sutton,E09000029,1560,756,26,3,7,267,23,16,22,24,16,28,87,46,81,51,26,3,25,53
E01004097,Sutton,E09000029,1657,1157,35,0,0,108,32,16,18,22,0,26,85,21,49,43,11,5,6,23
E01004098,Sutton,E09000029,1294,946,37,0,3,80,19,3,5,25,0,32,50,13,29,15,16,1,4,16
E01004099,Sutton,E09000029,1612,1106,52,0,2,167,18,16,27,34,2,18,19,9,41,47,29,6,9,10
E01004100,Sutton,E09000029,1526,1018,19,0,0,131,29,5,23,30,0,32,83,15,59,33,20,12,4,13
E01004101,Sutton,E09000029,1405,917,30,1,0,109,27,4,13,21,1,16,95,38,49,30,13,5,6,30
E01004102,Sutton,E09000029,1519,1075,36,0,0,163,26,5,8,20,0,37,55,9,34,12,18,6,2,13
E01004103,Sutton,E09000029,1776,1010,26,3,5,254,33,17,13,25,14,34,64,36,75,74,32,16,15,30
E01004104,Sutton,E09000029,1567,1155,32,0,0,81,31,5,10,25,12,33,58,19,42,18,28,1,1,16
E01004105,Sutton,E09000029,1870,1243,39,2,2,91,29,11,25,39,1,54,151,34,36,47,25,6,6,29
E01004106,Sutton,E09000029,1633,1125,31,0,3,75,20,5,8,8,13,21,153,47,62,26,15,1,0,20
E01004107,Sutton,E09000029,1618,1111,19,1,0,81,13,5,16,21,5,35,74,6,92,44,14,16,4,61
E01004108,Sutton,E09000029,1974,1270,37,8,0,112,14,9,12,39,0,57,152,66,70,61,18,17,7,25
E01004109,Sutton,E09000029,1715,1145,19,0,1,76,28,12,33,11,0,15,67,23,66,101,59,28,3,28
E01004110,Sutton,E09000029,2055,1329,49,0,5,137,30,8,31,32,27,39,93,65,92,34,21,8,13,42
E01004111,Sutton,E09000029,1689,1147,29,0,1,101,23,8,7,20,0,28,72,38,123,12,9,6,23,42
E01004112,Sutton,E09000029,1663,1145,32,0,0,121,24,3,18,25,10,38,84,40,64,27,8,5,2,17
E01004114,Sutton,E09000029,1776,1052,37,0,1,85,27,6,3,5,20,29,202,107,88,27,2,6,22,57
E01004115,Sutton,E09000029,1840,1122,26,0,2,136,21,5,28,27,6,36,117,59,140,34,21,2,13,45
E01004116,Sutton,E09000029,1584,1082,38,0,0,89,37,1,6,11,4,24,89,27,102,9,9,4,12,40
E01004117,Sutton,E09000029,1430,1049,26,0,0,111,21,2,7,16,8,25,62,0,46,9,7,0,11,30
E01004118,Sutton,E09000029,1805,1032,37,0,0,124,32,11,16,14,16,40,121,74,122,41,29,9,2,85
E01004119,Sutton,E09000029,1437,998,28,0,0,68,16,6,12,8,8,16,64,35,111,24,2,1,3,37
E01004120,Sutton,E09000029,1515,1133,17,0,0,72,23,3,10,17,0,29,68,28,61,4,3,6,3,38
E01004121,Sutton,E09000029,1591,966,28,0,2,148,31,9,13,23,18,27,69,38,132,25,15,1,15,31
E01004122,Sutton,E09000029,1391,920,25,0,1,79,31,5,10,24,10,31,93,21,83,12,6,1,6,33
E01004123,Sutton,E09000029,2278,951,31,0,1,315,24,18,40,21,22,28,98,128,281,159,36,8,10,107
E01004124,Sutton,E09000029,2004,1080,17,1,3,225,29,12,40,33,7,21,53,109,159,58,40,29,12,76
E01004125,Sutton,E09000029,1609,962,13,1,0,147,10,6,34,18,13,11,43,69,132,57,18,6,11,58
E01004126,Sutton,E09000029,1566,920,6,4,0,143,17,7,23,15,12,15,47,35,135,74,35,24,9,45
E01004127,Sutton,E09000029,1844,1103,16,5,0,134,17,7,20,46,8,18,59,79,150,48,37,12,10,75
E01004128,Sutton,E09000029,1449,858,12,0,0,121,24,10,27,16,28,16,46,16,128,84,13,14,6,30
E01004129,Sutton,E09000029,1889,991,20,6,9,166,10,16,42,29,19,12,45,66,223,77,43,20,6,89
E01004130,Sutton,E09000029,1759,1082,26,0,0,123,16,9,21,20,8,33,84,63,111,51,37,6,16,53
E01004131,Sutton,E09000029,1901,1124,32,0,4,116,25,13,20,29,7,27,109,81,158,50,17,15,25,49
E01004132,Sutton,E09000029,1485,1081,29,0,0,40,17,4,5,12,12,36,57,36,96,8,16,0,1,35
E01004133,Sutton,E09000029,1566,976,27,0,6,57,22,2,10,19,0,34,114,32,161,28,5,4,14,55
E01004134,Sutton,E09000029,1605,832,21,0,4,127,17,8,21,21,11,28,121,114,122,41,20,9,12,76
E01004135,Sutton,E09000029,1450,842,30,0,3,131,15,3,6,19,11,21,78,65,117,37,20,1,4,47
E01004136,Sutton,E09000029,1560,876,34,0,0,88,25,5,14,29,10,41,90,62,140,27,40,10,12,57
E01004137,Sutton,E09000029,2558,1035,27,3,6,491,46,33,41,41,31,180,150,54,145,92,47,14,41,81
E01004138,Sutton,E09000029,1807,978,26,1,6,254,21,25,22,16,1,58,88,38,116,56,23,9,11,58
E01004139,Sutton,E09000029,1542,802,43,0,13,221,37,17,16,21,4,57,76,36,81,46,15,21,3,33
E01004140,Sutton,E09000029,1888,761,18,0,0,317,25,22,19,33,50,37,63,49,169,150,49,20,40,66
E01004141,Sutton,E09000029,1818,894,33,1,1,247,48,7,34,19,39,16,59,65,85,132,33,33,25,47
E01004143,Sutton,E09000029,1536,796,26,1,1,251,16,15,25,26,21,51,73,26,79,48,23,12,5,41
E01004144,Sutton,E09000029,1766,888,27,0,4,203,33,5,20,21,24,24,154,104,122,53,17,15,16,36
E01004145,Sutton,E09000029,2276,1136,29,4,0,221,21,22,19,41,20,99,140,80,179,105,24,14,22,100
E01004146,Sutton,E09000029,1983,972,23,5,4,305,25,11,12,36,24,65,142,85,119,71,18,11,3,52
E01004147,Sutton,E09000029,1582,1052,12,1,0,120,34,7,16,16,17,22,91,41,62,31,17,13,15,15
E01004148,Sutton,E09000029,1825,924,35,0,11,176,33,19,29,33,27,94,97,48,106,75,25,17,6,70
